ksp,pc,rtol,max_it,converged,reason,iterations,solve_time_sec,final_residual_norm,rel_error_to_ones,note,matrix_id,nrows,ncols,nnz_used,applicable,converged_clean,iterations_clean,nnz,density,nnz_per_row_mean,nnz_per_row_std,nnz_per_row_min,nnz_per_row_max,zero_diag_fraction,diag_abs_mean,diag_abs_std,diag_dominance_fraction,norm_1,norm_inf,symmetry_score_struct,row_norm2_mean,row_norm2_std,row_norm2_min,row_norm2_max,col_norm2_mean,col_norm2_std,col_norm2_min,col_norm2_max,diag_abs_min,diag_abs_max,tiny_diag_fraction,symmetry_numeric_fro_ratio,spec_radius_est,sigma_max_est_power,row_norm2_spread,pseudo_kappa,best_time,fast_label
cg,jacobi,1e-08,500,1,2,1,1.791701652109623e-05,1.0721481360155742e-15,2.3714071727862072e-17,,bcsstm08,1074,1074,1074,1,True,1.0,1074,0.0009310986964618,1.0,0.0,1.0,1.0,0.0,5123.8087100150715,69808.36975992753,1.0,1444061.02862,1444061.02862,1.0,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,0.1746943,1444061.02862,0.0,0.0,1441040.6384435976,1444027.6647575789,8266217.206972408,11936646329763.283,1.3291137292981148e-05,0
gmres,ilu,1e-08,500,1,2,1,9.324995335191488e-05,4.6262422585922666e-14,1.3229487216211565e-15,,bcsstm08,1074,1074,1074,1,True,1.0,1074,0.0009310986964618,1.0,0.0,1.0,1.0,0.0,5123.8087100150715,69808.36975992753,1.0,1444061.02862,1444061.02862,1.0,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,0.1746943,1444061.02862,0.0,0.0,1441040.6384435976,1444027.6647575789,8266217.206972408,11936646329763.283,1.3291137292981148e-05,0
gmres,jacobi,1e-08,500,1,2,1,2.2542080841958523e-05,4.6262422585922666e-14,1.3229487216211565e-15,,bcsstm08,1074,1074,1074,1,True,1.0,1074,0.0009310986964618,1.0,0.0,1.0,1.0,0.0,5123.8087100150715,69808.36975992753,1.0,1444061.02862,1444061.02862,1.0,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,5123.8087100150715,69808.36975992753,0.1746943,1444061.02862,0.1746943,1444061.02862,0.0,0.0,1441040.6384435976,1444027.6647575789,8266217.206972408,11936646329763.283,1.3291137292981148e-05,0
bcgs,ilu,1e-08,500,1,2,1,8.491706103086472e-05,0.0,0.0,,bcsstm09,1083,1083,1083,1,True,1.0,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,2.59020384904e-08,0.000259020384904,0.0,0.0,0.0002590203849039,0.000259020384904,10000.0,2.59020384904,1.300009898841381e-05,0
bcgs,jacobi,1e-08,500,1,2,1,1.5166937373578548e-05,0.0,0.0,,bcsstm09,1083,1083,1083,1,True,1.0,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,2.59020384904e-08,0.000259020384904,0.0,0.0,0.0002590203849039,0.000259020384904,10000.0,2.59020384904,1.300009898841381e-05,0
cg,jacobi,1e-08,500,1,3,1,1.300009898841381e-05,0.0,0.0,,bcsstm09,1083,1083,1083,1,True,1.0,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,2.59020384904e-08,0.000259020384904,0.0,0.0,0.0002590203849039,0.000259020384904,10000.0,2.59020384904,1.300009898841381e-05,1
gmres,ilu,1e-08,500,1,2,1,9.004096500575542e-05,2.7060751715150444e-14,8.881784197001252e-16,,bcsstm09,1083,1083,1083,1,True,1.0,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,2.59020384904e-08,0.000259020384904,0.0,0.0,0.0002590203849039,0.000259020384904,10000.0,2.59020384904,1.300009898841381e-05,0
gmres,jacobi,1e-08,500,1,2,1,1.7832964658737183e-05,2.7060751715150444e-14,8.881784197001252e-16,,bcsstm09,1083,1083,1083,1,True,1.0,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,8.635739632699362e-05,0.0001220911700827,2.59020384904e-08,0.000259020384904,2.59020384904e-08,0.000259020384904,0.0,0.0,0.0002590203849039,0.000259020384904,10000.0,2.59020384904,1.300009898841381e-05,0
bcgs,ilu,1e-08,500,1,2,489,0.0211166249355301,1.1577873519879317e-07,7.999692806011621e-06,,bcsstm10,1086,1086,22092,1,True,489.0,22092,0.0187316219488619,20.34254143646409,5.618682217198215,6.0,27.0,0.0,5937.868408501607,4450.819051884123,0.001841620626151,40551.097789949934,40551.09778994994,1.0,7666.507035587062,4667.754015821747,795.9130634185109,16838.934240638155,7666.507035587062,4667.754015821747,795.9130634185109,16838.934240638155,40.4717121137,14408.1774761,0.0,0.0,28160.345476537783,28482.756995573985,21.15675067363962,602602.5882532235,0.0211166249355301,1
bcgs,ilu,1e-08,500,1,2,1,9.883404709398746e-05,1.7862000902965184e-31,0.0,,bcsstm11,1473,1473,1473,1,True,1.0,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,0.000267049742118,31.5781446884,0.0,0.0,31.577267544707087,31.57814412988077,118248.17518245986,3734057.919007107,1.3292068615555763e-05,0
bcgs,jacobi,1e-08,500,1,2,1,1.7166021279990673e-05,1.7862000902965184e-31,0.0,,bcsstm11,1473,1473,1473,1,True,1.0,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,0.000267049742118,31.5781446884,0.0,0.0,31.577267544707087,31.57814412988077,118248.17518245986,3734057.919007107,1.3292068615555763e-05,0
cg,jacobi,1e-08,500,1,2,1,1.3292068615555763e-05,2.5924434938491e-15,4.191973260702122e-17,,bcsstm11,1473,1473,1473,1,True,1.0,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,0.000267049742118,31.5781446884,0.0,0.0,31.577267544707087,31.57814412988077,118248.17518245986,3734057.919007107,1.3292068615555763e-05,1
gmres,ilu,1e-08,500,1,2,1,9.899993892759083e-05,3.478397594668763e-14,8.881784197001252e-16,,bcsstm11,1473,1473,1473,1,True,1.0,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,0.000267049742118,31.5781446884,0.0,0.0,31.577267544707087,31.57814412988077,118248.17518245986,3734057.919007107,1.3292068615555763e-05,0
gmres,jacobi,1e-08,500,1,2,1,1.795799471437931e-05,3.478397594668763e-14,8.881784197001252e-16,,bcsstm11,1473,1473,1473,1,True,1.0,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,2.342501812548952,7.485219493852663,0.000267049742118,31.5781446884,0.000267049742118,31.5781446884,0.0,0.0,31.577267544707087,31.57814412988077,118248.17518245986,3734057.919007107,1.3292068615555763e-05,0
bcgs,ilu,1e-08,500,1,2,4,0.0014198339777067,3.129888288906598e-09,8.073080745496037e-11,,bcsstm12,1473,1473,19659,1,True,4.0,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.00705976639503,7.75798445623,0.0,0.0,13.29371575401501,13.35776610725405,476.85836281725295,6369.762476800956,0.0013917500618845,1
bcgs,jacobi,1e-08,500,1,2,188,0.0041671670041978,7.076434963717735e-07,1.2020707872720267e-05,,bcsstm12,1473,1473,19659,1,True,188.0,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.00705976639503,7.75798445623,0.0,0.0,13.29371575401501,13.35776610725405,476.85836281725295,6369.762476800956,0.0013917500618845,0
cg,jacobi,1e-08,500,1,2,266,0.0028059580363333,1.148717208795848e-06,4.170667354103183e-06,,bcsstm12,1473,1473,19659,1,True,266.0,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.00705976639503,7.75798445623,0.0,0.0,13.29371575401501,13.35776610725405,476.85836281725295,6369.762476800956,0.0013917500618845,0
gmres,ilu,1e-08,500,1,2,6,0.0013917500618845,5.4448138635503896e-08,1.4033589936121963e-09,,bcsstm12,1473,1473,19659,1,True,6.0,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.00705976639503,7.75798445623,0.0,0.0,13.29371575401501,13.35776610725405,476.85836281725295,6369.762476800956,0.0013917500618845,1
gmres,jacobi,1e-08,500,1,2,372,0.0063559580594301,1.2511036672184797e-06,2.0965030472300207e-05,,bcsstm12,1473,1473,19659,1,True,372.0,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.7000065573147043,2.029860949170264,0.0186581277134652,8.897284234678244,0.00705976639503,7.75798445623,0.0,0.0,13.29371575401501,13.35776610725405,476.85836281725295,6369.762476800956,0.0013917500618845,0
bcgs,ilu,1e-08,500,1,2,3,0.0097277500899508,4.429144398685911e-09,0.6167895556557771,,bcsstm13,2003,2003,21943,1,True,3.0,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0,6.135944549896796,19.011978492333277,0.0,183.30075449936743,6.135944549896796,19.011978492333277,0.0,183.30075449936743,0.0,141.926624,0.3804293559660509,0.0,250.46282913865457,257.90433485632303,6250.9335374255825,1612142.8562008273,0.0006877499399706,0
bcgs,jacobi,1e-08,500,1,2,27,0.0008904580026865,6.631457592030814e-08,0.6167895556557772,,bcsstm13,2003,2003,21943,1,True,27.0,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0,6.135944549896796,19.011978492333277,0.0,183.30075449936743,6.135944549896796,19.011978492333277,0.0,183.30075449936743,0.0,141.926624,0.3804293559660509,0.0,250.46282913865457,257.90433485632303,6250.9335374255825,1612142.8562008273,0.0006877499399706,0
cg,jacobi,1e-08,500,1,2,43,0.0006877499399706,6.591028811732765e-07,0.6167895556557772,,bcsstm13,2003,2003,21943,1,True,43.0,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0,6.135944549896796,19.011978492333277,0.0,183.30075449936743,6.135944549896796,19.011978492333277,0.0,183.30075449936743,0.0,141.926624,0.3804293559660509,0.0,250.46282913865457,257.90433485632303,6250.9335374255825,1612142.8562008273,0.0006877499399706,1
gmres,ilu,1e-08,500,1,2,5,0.0097503330325707,9.508391669960594e-08,0.6167895556557771,,bcsstm13,2003,2003,21943,1,True,5.0,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0,6.135944549896796,19.011978492333277,0.0,183.30075449936743,6.135944549896796,19.011978492333277,0.0,183.30075449936743,0.0,141.926624,0.3804293559660509,0.0,250.46282913865457,257.90433485632303,6250.9335374255825,1612142.8562008273,0.0006877499399706,0
gmres,jacobi,1e-08,500,1,2,43,0.001018458046019,5.937147173656398e-07,0.6167895556557861,,bcsstm13,2003,2003,21943,1,True,43.0,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0,6.135944549896796,19.011978492333277,0.0,183.30075449936743,6.135944549896796,19.011978492333277,0.0,183.30075449936743,0.0,141.926624,0.3804293559660509,0.0,250.46282913865457,257.90433485632303,6250.9335374255825,1612142.8562008273,0.0006877499399706,0
bcgs,ilu,1e-08,500,1,2,1,0.0002081249840557,5.229458395263148e-31,0.0,,bcsstm21,3600,3600,3600,1,True,1.0,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,6.181869888592e-06,0.0001466056100061,0.0,0.0,0.000146605610006,0.0001466056100061,23.715415019757284,0.0034768128855193,2.487492747604847e-05,0
bcgs,jacobi,1e-08,500,1,2,1,3.583403304219246e-05,5.229458395263148e-31,0.0,,bcsstm21,3600,3600,3600,1,True,1.0,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,6.181869888592e-06,0.0001466056100061,0.0,0.0,0.000146605610006,0.0001466056100061,23.715415019757284,0.0034768128855193,2.487492747604847e-05,0
cg,jacobi,1e-08,500,1,2,1,2.762500662356615e-05,7.843970380565117e-15,7.850462293418876e-17,,bcsstm21,3600,3600,3600,1,True,1.0,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,6.181869888592e-06,0.0001466056100061,0.0,0.0,0.000146605610006,0.0001466056100061,23.715415019757284,0.0034768128855193,2.487492747604847e-05,0
gmres,ilu,1e-08,500,1,2,1,0.0002102920552715,1.4654943925052018e-13,2.609614585212396e-15,,bcsstm21,3600,3600,3600,1,True,1.0,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,6.181869888592e-06,0.0001466056100061,0.0,0.0,0.000146605610006,0.0001466056100061,23.715415019757284,0.0034768128855193,2.487492747604847e-05,0
gmres,jacobi,1e-08,500,1,2,1,3.7708086892962456e-05,1.4654943925052018e-13,2.609614585212396e-15,,bcsstm21,3600,3600,3600,1,True,1.0,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,7.739961732711068e-05,6.923522643782438e-05,6.181869888592e-06,0.0001466056100061,6.181869888592e-06,0.0001466056100061,0.0,0.0,0.000146605610006,0.0001466056100061,23.715415019757284,0.0034768128855193,2.487492747604847e-05,0
bcgs,ilu,1e-08,500,1,2,1,0.0001931659644469,2.57668410322943e-31,0.0,,bcsstm23,3134,3134,3134,1,True,1.0,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,0.008741942292768,8270347.7171,0.0,0.0,8269923.630186113,8270347.7155219475,946053799.044391,7824193875687638.0,2.2541964426636696e-05,0
bcgs,jacobi,1e-08,500,1,2,1,3.550003748387098e-05,2.57668410322943e-31,0.0,,bcsstm23,3134,3134,3134,1,True,1.0,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,0.008741942292768,8270347.7171,0.0,0.0,8269923.630186113,8270347.7155219475,946053799.044391,7824193875687638.0,2.2541964426636696e-05,0
cg,jacobi,1e-08,500,1,2,1,2.3499946109950542e-05,3.0823746165114145e-15,4.1457341806749114e-17,,bcsstm23,3134,3134,3134,1,True,1.0,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,0.008741942292768,8270347.7171,0.0,0.0,8269923.630186113,8270347.7155219475,946053799.044391,7824193875687638.0,2.2541964426636696e-05,1
gmres,ilu,1e-08,500,1,2,1,0.0004784169141203,1.7429513279757409e-13,3.078623926443725e-15,,bcsstm23,3134,3134,3134,1,True,1.0,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,0.008741942292768,8270347.7171,0.0,0.0,8269923.630186113,8270347.7155219475,946053799.044391,7824193875687638.0,2.2541964426636696e-05,0
gmres,jacobi,1e-08,500,1,2,1,3.5458942875266075e-05,1.7429513279757409e-13,3.078623926443725e-15,,bcsstm23,3134,3134,3134,1,True,1.0,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,363921.0607364929,557678.058170703,0.008741942292768,8270347.7171,0.008741942292768,8270347.7171,0.0,0.0,8269923.630186113,8270347.7155219475,946053799.044391,7824193875687638.0,2.2541964426636696e-05,0
bcgs,ilu,1e-08,500,1,2,1,0.0002049159957095,2.396438893991567e-31,0.0,,bcsstm24,3562,3562,3562,1,True,1.0,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,5.616971531758e-08,1015347.127117,0.0,0.0,999994.3164590274,1014020.945684312,18076415758497.117,1.8329864202014048e+19,2.437504008412361e-05,0
bcgs,jacobi,1e-08,500,1,2,1,3.575009759515524e-05,2.396438893991567e-31,0.0,,bcsstm24,3562,3562,3562,1,True,1.0,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,5.616971531758e-08,1015347.127117,0.0,0.0,999994.3164590274,1014020.945684312,18076415758497.117,1.8329864202014048e+19,2.437504008412361e-05,0
cg,jacobi,1e-08,500,1,2,1,2.5209039449691772e-05,1.2624310005801432e-14,2.0993255791118862e-16,,bcsstm24,3562,3562,3562,1,True,1.0,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,5.616971531758e-08,1015347.127117,0.0,0.0,999994.3164590274,1014020.945684312,18076415758497.117,1.8329864202014048e+19,2.437504008412361e-05,1
gmres,ilu,1e-08,500,1,2,1,0.0001956250052899,1.1929649794500697e-13,2.0231210440998744e-15,,bcsstm24,3562,3562,3562,1,True,1.0,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,5.616971531758e-08,1015347.127117,0.0,0.0,999994.3164590274,1014020.945684312,18076415758497.117,1.8329864202014048e+19,2.437504008412361e-05,0
gmres,jacobi,1e-08,500,1,2,1,2.9207905754446983e-05,1.1929649794500697e-13,2.0231210440998744e-15,,bcsstm24,3562,3562,3562,1,True,1.0,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,35294.04478335808,98917.48864430556,5.616971531758e-08,1015347.127117,5.616971531758e-08,1015347.127117,0.0,0.0,999994.3164590274,1014020.945684312,18076415758497.117,1.8329864202014048e+19,2.437504008412361e-05,0
bcgs,ilu,1e-08,500,1,2,1,0.0013418340822681,5.550785369786999e-31,0.0,,bcsstm25,15439,15439,15439,1,True,1.0,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,0.1151384482804,697709676.5337,0.0,0.0,690902353.9863139,697075639.5414779,6059745349.655463,4.224100865069579e+18,0.0002311669522896,0
bcgs,jacobi,1e-08,500,1,2,1,0.0002311669522896,5.550785369786999e-31,0.0,,bcsstm25,15439,15439,15439,1,True,1.0,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,0.1151384482804,697709676.5337,0.0,0.0,690902353.9863139,697075639.5414779,6059745349.655463,4.224100865069579e+18,0.0002311669522896,1
cg,jacobi,1e-08,500,1,2,1,0.0003487080102786,6.594474483076642e-15,4.0237836492545217e-17,,bcsstm25,15439,15439,15439,1,True,1.0,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,0.1151384482804,697709676.5337,0.0,0.0,690902353.9863139,697075639.5414779,6059745349.655463,4.224100865069579e+18,0.0002311669522896,0
gmres,ilu,1e-08,500,1,2,1,0.0012179999612271,2.7615650761184045e-13,2.250862872416219e-15,,bcsstm25,15439,15439,15439,1,True,1.0,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,0.1151384482804,697709676.5337,0.0,0.0,690902353.9863139,697075639.5414779,6059745349.655463,4.224100865069579e+18,0.0002311669522896,0
gmres,jacobi,1e-08,500,1,2,1,0.0003020410658791,2.7615650761184045e-13,2.250862872416219e-15,,bcsstm25,15439,15439,15439,1,True,1.0,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,14103329.161045188,67566676.59048392,0.1151384482804,697709676.5337,0.1151384482804,697709676.5337,0.0,0.0,690902353.9863139,697075639.5414779,6059745349.655463,4.224100865069579e+18,0.0002311669522896,0
bcgs,ilu,1e-08,500,1,2,1,0.0001301250886172,1.925375196668074e-31,0.0,,bcsstm26,1922,1922,1922,1,True,1.0,1922,0.0005202913631633,1.0,0.0,1.0,1.0,0.0,0.1359896773696671,0.2234413441418855,1.0,1.512403544338,1.512403544338,1.0,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,5.782097672204e-06,1.512403544338,0.0,0.0,1.489117664643883,1.502371484660493,261566.58536027584,392970.1791852932,1.5791039913892746e-05,0
bcgs,jacobi,1e-08,500,1,2,1,2.3125088773667812e-05,1.925375196668074e-31,0.0,,bcsstm26,1922,1922,1922,1,True,1.0,1922,0.0005202913631633,1.0,0.0,1.0,1.0,0.0,0.1359896773696671,0.2234413441418855,1.0,1.512403544338,1.512403544338,1.0,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,5.782097672204e-06,1.512403544338,0.0,0.0,1.489117664643883,1.502371484660493,261566.58536027584,392970.1791852932,1.5791039913892746e-05,0
cg,jacobi,1e-08,500,1,2,1,2.2332998923957348e-05,2.2842094982680265e-15,3.95574648921885e-17,,bcsstm26,1922,1922,1922,1,True,1.0,1922,0.0005202913631633,1.0,0.0,1.0,1.0,0.0,0.1359896773696671,0.2234413441418855,1.0,1.512403544338,1.512403544338,1.0,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,0.1359896773696671,0.2234413441418855,5.782097672204e-06,1.512403544338,5.782097672204e-06,1.512403544338,0.0,0.0,1.489117664643883,1.502371484660493,261566.58536027584,392970.1791852932,1.5791039913892746e-05,0
