ksp,pc,rtol,max_it,converged,reason,iterations,solve_time_sec,final_residual_norm,rel_error_to_ones,note,matrix_id,nrows,ncols,nnz_used,applicable,converged_clean,iterations_clean,nnz,density,nnz_per_row_mean,nnz_per_row_std,nnz_per_row_min,nnz_per_row_max,zero_diag_fraction,diag_abs_mean,diag_abs_std,diag_dominance_fraction,norm_1,norm_inf,symmetry_score_struct,row_norm2_mean,row_norm2_std,row_norm2_min,row_norm2_max,col_norm2_mean,col_norm2_std,col_norm2_min,col_norm2_max,diag_abs_min,diag_abs_max,tiny_diag_fraction,symmetry_numeric_fro_ratio,spec_radius_est,sigma_max_est_power,row_norm2_spread,pseudo_kappa
gmres,ilu,1e-08,500,0,-3,500,0.0586200830293819,120.35092701914589,1182459.212976728,,c-28,4598,4598,30590,1,False,,30590,0.001446910083076,6.652892561983471,9.007947007667024,2.0,386.0,0.0,838.150941477852,44235.01130000708,0.4488908220965637,2947530.923023412,2947530.923023412,1.0,839.5678657199823,44234.984538682445,1.000086668492704,2947529.9230235815,839.5678657199823,44234.984538682445,1.000086668492704,2947529.9230235815,1e-08,2947529.923023412,0.0,0.0,2947529.923023748,2947529.9230237515,2947274.4871861916,8687179742345.782
gmres,jacobi,1e-08,500,0,-5,30,0.0014144169399514,1833028946.0128984,4492509.583635223,,c-28,4598,4598,30590,1,False,,30590,0.001446910083076,6.652892561983471,9.007947007667024,2.0,386.0,0.0,838.150941477852,44235.01130000708,0.4488908220965637,2947530.923023412,2947530.923023412,1.0,839.5678657199823,44234.984538682445,1.000086668492704,2947529.9230235815,839.5678657199823,44234.984538682445,1.000086668492704,2947529.9230235815,1e-08,2947529.923023412,0.0,0.0,2947529.923023748,2947529.9230237515,2947274.4871861916,8687179742345.782
bcgs,ilu,1e-08,500,0,-3,500,0.1146333750803023,13.037313921991135,10.797578455292925,,c-29,5033,5033,43731,1,False,,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,1e-08,2228049.892549651,0.0,0.0,2228049.892550098,2228049.8925501,2226605.862035574,4960988951659.783
bcgs,jacobi,1e-08,500,0,-4,4,0.0003198749618604,2.7661242534019686e+17,504513956323.928,,c-29,5033,5033,43731,1,False,,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,1e-08,2228049.892549651,0.0,0.0,2228049.892550098,2228049.8925501,2226605.862035574,4960988951659.783
cg,jacobi,1e-08,500,0,-8,2,8.183298632502556e-05,138933576360.1989,26057540.39391739,,c-29,5033,5033,43731,1,False,,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,1e-08,2228049.892549651,0.0,0.0,2228049.892550098,2228049.8925501,2226605.862035574,4960988951659.783
gmres,ilu,1e-08,500,0,-3,500,0.071313958032988,3.152200150232201,10.826261094925506,,c-29,5033,5033,43731,1,False,,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,1e-08,2228049.892549651,0.0,0.0,2228049.892550098,2228049.8925501,2226605.862035574,4960988951659.783
gmres,jacobi,1e-08,500,0,-5,30,0.0017472089966759,20126414128.79781,41112493.55732357,,c-29,5033,5033,43731,1,False,,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,500.8649581718136,31405.73560787737,1.000648534407873,2228049.8925498757,1e-08,2228049.892549651,0.0,0.0,2228049.892550098,2228049.8925501,2226605.862035574,4960988951659.783
bcgs,ilu,1e-08,500,1,2,12,4.3438923340290785,2.3723741126437026e-07,7.897496163015595e-07,,c-30,5321,5321,65693,1,True,12.0,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1e-08,4681990.993432323,0.0,0.0,4681990.993432532,4681990.993432538,4681152.0549219465,21917111760032.77
bcgs,jacobi,1e-08,500,0,-4,4,0.0004719999851658,3.066370799437313e+17,11736516194.030218,,c-30,5321,5321,65693,1,False,,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1e-08,4681990.993432323,0.0,0.0,4681990.993432532,4681990.993432538,4681152.0549219465,21917111760032.77
cg,jacobi,1e-08,500,0,-8,2,0.0001002079807221,56428545348.89276,2799195.3555360674,,c-30,5321,5321,65693,1,False,,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1e-08,4681990.993432323,0.0,0.0,4681990.993432532,4681990.993432538,4681152.0549219465,21917111760032.77
gmres,ilu,1e-08,500,1,2,12,4.142877583974041,3.3736156822477385e-08,9.681643855675333e-09,,c-30,5321,5321,65693,1,True,12.0,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1e-08,4681990.993432323,0.0,0.0,4681990.993432532,4681990.993432538,4681152.0549219465,21917111760032.77
gmres,jacobi,1e-08,500,0,-5,30,0.0024025000166147,13694140773.906397,3070174.4451964768,,c-30,5321,5321,65693,1,False,,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1767.5202232592324,90754.17807234044,1.000179216248616,4681990.993432431,1e-08,4681990.993432323,0.0,0.0,4681990.993432532,4681990.993432538,4681152.0549219465,21917111760032.77
bcgs,ilu,1e-08,500,1,2,205,0.1872994590084999,1.714132011268451e-05,1.467568218057898e-06,,c-31,5339,5339,78571,1,True,205.0,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,1e-08,54940.00344651602,0.0,0.0,54940.00346470073,54940.003464717694,54932.01771071249,3017965243.350478
bcgs,jacobi,1e-08,500,0,-4,4,0.0005161250010132,6.174280074461807e+17,68005878649840.68,,c-31,5339,5339,78571,1,False,,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,1e-08,54940.00344651602,0.0,0.0,54940.00346470073,54940.003464717694,54932.01771071249,3017965243.350478
cg,jacobi,1e-08,500,0,-8,2,0.0001648340839892,6338780629837.431,1470450422.058736,,c-31,5339,5339,78571,1,False,,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,1e-08,54940.00344651602,0.0,0.0,54940.00346470073,54940.003464717694,54932.01771071249,3017965243.350478
gmres,ilu,1e-08,500,1,2,418,0.2053534579463303,2.1950716109046636e-05,6.616385526845419e-06,,c-31,5339,5339,78571,1,True,418.0,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,1e-08,54940.00344651602,0.0,0.0,54940.00346470073,54940.003464717694,54932.01771071249,3017965243.350478
gmres,jacobi,1e-08,500,0,-5,30,0.0025133329909294,3654187075.0333977,7389990.308442904,,c-31,5339,5339,78571,1,False,,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,29.730869973200825,863.514629845071,1.000145375051512,54940.003455616854,1e-08,54940.00344651602,0.0,0.0,54940.00346470073,54940.003464717694,54932.01771071249,3017965243.350478
bcgs,ilu,1e-08,500,1,2,21,0.5432532499544322,1.3439476504189736e-05,1.091429946103843e-05,,c-32,5975,5975,54471,1,True,21.0,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,1e-08,7003.436117283922,0.0,0.0,7003.436260070963,7003.436260070972,7003.41307518551,49047957.07500935
bcgs,jacobi,1e-08,500,0,-4,4,0.0004352090181782,5591536769214236.0,5123500.183024323,,c-32,5975,5975,54471,1,False,,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,1e-08,7003.436117283922,0.0,0.0,7003.436260070963,7003.436260070972,7003.41307518551,49047957.07500935
cg,jacobi,1e-08,500,0,-8,2,0.0001005840022116,292096283957.1809,47944.043089826555,,c-32,5975,5975,54471,1,False,,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,1e-08,7003.436117283922,0.0,0.0,7003.436260070963,7003.436260070972,7003.41307518551,49047957.07500935
gmres,ilu,1e-08,500,1,2,27,0.5323728749062866,1.9112102267448117e-05,9.655291357665892e-06,,c-32,5975,5975,54471,1,True,27.0,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,1e-08,7003.436117283922,0.0,0.0,7003.436260070963,7003.436260070972,7003.41307518551,49047957.07500935
gmres,jacobi,1e-08,500,0,-5,60,0.0044164999853819,1388818658.332917,1624.0112896700746,,c-32,5975,5975,54471,1,False,,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,95.8849254775194,733.6733744267797,1.0000033003182434,7003.436188677448,1e-08,7003.436117283922,0.0,0.0,7003.436260070963,7003.436260070972,7003.41307518551,49047957.07500935
bcgs,ilu,1e-08,500,1,2,467,0.1145987919298932,4.3624804312261095e-05,1.3691599457001102,,c-33,6317,6317,56123,1,True,467.0,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,1e-08,204540.814796231,0.0,0.0,204540.8299947176,204540.82999471755,204229.36067606317,41773242941.97249
bcgs,jacobi,1e-08,500,0,-4,4,0.0004273339873179,6.6778405311141704e+16,452183917025.0972,,c-33,6317,6317,56123,1,False,,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,1e-08,204540.814796231,0.0,0.0,204540.8299947176,204540.82999471755,204229.36067606317,41773242941.97249
cg,jacobi,1e-08,500,0,-8,2,0.0001076250337064,1099243480515.6082,18649560.38257728,,c-33,6317,6317,56123,1,False,,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,1e-08,204540.814796231,0.0,0.0,204540.8299947176,204540.82999471755,204229.36067606317,41773242941.97249
gmres,ilu,1e-08,500,0,-3,500,0.0801632909569889,1.7774459505225846,1.628492119661566,,c-33,6317,6317,56123,1,False,,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,1e-08,204540.814796231,0.0,0.0,204540.8299947176,204540.82999471755,204229.36067606317,41773242941.97249
gmres,jacobi,1e-08,500,0,-5,30,0.0022771660005673,17620788002.863586,3883260.568380651,,c-33,6317,6317,56123,1,False,,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,55.29341029531528,2621.669134830283,1.001525058485116,204540.82239547197,1e-08,204540.814796231,0.0,0.0,204540.8299947176,204540.82999471755,204229.36067606317,41773242941.97249
bcgs,ilu,1e-08,500,0,-3,500,0.1846221250016242,8.541415865684625,0.373622596967047,,c-34,6611,6611,64333,1,False,,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,1e-08,1730.871043700348,0.0,0.0,1730.8716214439482,1730.87162144395,1728.34754621801,2991547.719741039
bcgs,jacobi,1e-08,500,0,-4,4,0.0003977089654654,3.5075912961723876e+16,6921669409.925909,,c-34,6611,6611,64333,1,False,,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,1e-08,1730.871043700348,0.0,0.0,1730.8716214439482,1730.87162144395,1728.34754621801,2991547.719741039
cg,jacobi,1e-08,500,0,-8,2,0.0001080409856513,476686826123.2339,28170840.499890827,,c-34,6611,6611,64333,1,False,,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,1e-08,1730.871043700348,0.0,0.0,1730.8716214439482,1730.87162144395,1728.34754621801,2991547.719741039
gmres,ilu,1e-08,500,0,-3,500,0.1130215419689193,0.2063978553349011,0.013422906582457,,c-34,6611,6611,64333,1,False,,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,1e-08,1730.871043700348,0.0,0.0,1730.8716214439482,1730.87162144395,1728.34754621801,2991547.719741039
gmres,jacobi,1e-08,500,0,-5,30,0.0022763329325243,6972063913.254409,2465570.457485181,,c-34,6611,6611,64333,1,False,,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,4.228829670762456,21.68610281087756,1.0014602308197402,1730.87133257222,1e-08,1730.871043700348,0.0,0.0,1730.8716214439482,1730.87162144395,1728.34754621801,2991547.719741039
bcgs,ilu,1e-08,500,0,-3,500,0.1950870829168707,131210.93839576925,156.26775735406548,,c-35,6537,6537,62891,1,False,,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,1e-08,18643.49907877491,0.0,0.0,18643.51085198767,18643.51085198768,18643.2777246197,347576150.5755676
bcgs,jacobi,1e-08,500,0,-4,3,0.0003119580214843,2.0451976016444237e+17,460853697653.77386,,c-35,6537,6537,62891,1,False,,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,1e-08,18643.49907877491,0.0,0.0,18643.51085198767,18643.51085198768,18643.2777246197,347576150.5755676
cg,jacobi,1e-08,500,0,-8,2,0.0001042500371113,752373732094.2518,7718280.980657904,,c-35,6537,6537,62891,1,False,,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,1e-08,18643.49907877491,0.0,0.0,18643.51085198767,18643.51085198768,18643.2777246197,347576150.5755676
gmres,ilu,1e-08,500,0,-3,500,0.1199792920378968,253.0522791324555,7.554616308754175,,c-35,6537,6537,62891,1,False,,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,1e-08,18643.49907877491,0.0,0.0,18643.51085198767,18643.51085198768,18643.2777246197,347576150.5755676
gmres,jacobi,1e-08,500,0,-5,30,0.0022881249897181,85018247650.51062,8238396.332293031,,c-35,6537,6537,62891,1,False,,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,128.32123534881018,420.01512527623254,1.0000121888837652,18643.50496536489,1e-08,18643.49907877491,0.0,0.0,18643.51085198767,18643.51085198768,18643.2777246197,347576150.5755676
bcgs,ilu,1e-08,500,0,-3,500,0.805759499897249,662.0389989082557,12.93474914753958,,c-36,7479,7479,65941,1,False,,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,1e-08,8741.117914872075,0.0,0.0,8741.118029273908,8741.118029273917,8738.082687375923,76380612.11990796
bcgs,jacobi,1e-08,500,0,-4,4,0.0004643750144168,5230984539812682.0,47722807283.69699,,c-36,7479,7479,65941,1,False,,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,1e-08,8741.117914872075,0.0,0.0,8741.118029273908,8741.118029273917,8738.082687375923,76380612.11990796
cg,jacobi,1e-08,500,0,-8,2,0.0001147920265793,571960181773.6107,5441601.56563774,,c-36,7479,7479,65941,1,False,,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,1e-08,8741.117914872075,0.0,0.0,8741.118029273908,8741.118029273917,8738.082687375923,76380612.11990796
gmres,ilu,1e-08,500,0,-3,500,0.4708341249497607,26.04803800731183,1.0576339726562736,,c-36,7479,7479,65941,1,False,,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,1e-08,8741.117914872075,0.0,0.0,8741.118029273908,8741.118029273917,8738.082687375923,76380612.11990796
gmres,jacobi,1e-08,500,0,-5,30,0.0026414579479023,8678164851.469614,999506.8422340384,,c-36,7479,7479,65941,1,False,,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,13.478454930465684,192.41591693332913,1.0003473627803336,8741.117972072996,1e-08,8741.117914872075,0.0,0.0,8741.118029273908,8741.118029273917,8738.082687375923,76380612.11990796
bcgs,ilu,1e-08,500,0,-3,500,0.4065440420527011,1425.6195267275175,14.727549086660606,,c-37,8204,8204,74676,1,False,,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,1e-08,44089.5682739273,0.0,0.0,44089.41444879246,44089.56826387734,44088.46360468438,1943841325.748204
bcgs,jacobi,1e-08,500,0,-4,4,0.0005199590232223,1.652018261094048e+16,997486479014.7823,,c-37,8204,8204,74676,1,False,,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,1e-08,44089.5682739273,0.0,0.0,44089.41444879246,44089.56826387734,44088.46360468438,1943841325.748204
cg,jacobi,1e-08,500,0,-8,2,0.0001278340350836,1737049883691.6904,137167437.20119888,,c-37,8204,8204,74676,1,False,,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,1e-08,44089.5682739273,0.0,0.0,44089.41444879246,44089.56826387734,44088.46360468438,1943841325.748204
gmres,ilu,1e-08,500,0,-5,60,0.0458607090404257,521.3756733396923,36753.847850139886,,c-37,8204,8204,74676,1,False,,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,1e-08,44089.5682739273,0.0,0.0,44089.41444879246,44089.56826387734,44088.46360468438,1943841325.748204
gmres,jacobi,1e-08,500,0,-5,60,0.0056337499991059,2504323124.076907,1529644.790650355,,c-37,8204,8204,74676,1,False,,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,42.39166177371645,845.6854214703276,1.0000250560008934,44089.56828526785,1e-08,44089.5682739273,0.0,0.0,44089.41444879246,44089.56826387734,44088.46360468438,1943841325.748204
bcgs,ilu,1e-08,500,0,-3,500,0.2775920829735696,281.3610810735059,4.056888879202378,,c-38,8127,8127,77689,1,False,,77689,0.0011762483082601,9.559370001230466,16.49926675244475,2.0,889.0,0.0,2.1443343269762685,15.006258666457253,0.053402239448751,1681.00000001,1681.00000001,1.0,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,1e-08,608.3467591002888,0.0,0.0,608.3474441099145,608.3484029053461,600.4132308444555,365260.43006746337
bcgs,jacobi,1e-08,500,0,-4,4,0.0004922919906675,3.2590318629094234e+17,41573364513.84139,,c-38,8127,8127,77689,1,False,,77689,0.0011762483082601,9.559370001230466,16.49926675244475,2.0,889.0,0.0,2.1443343269762685,15.006258666457253,0.053402239448751,1681.00000001,1681.00000001,1.0,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,1e-08,608.3467591002888,0.0,0.0,608.3474441099145,608.3484029053461,600.4132308444555,365260.43006746337
cg,jacobi,1e-08,500,0,-8,2,0.0001220420235767,220643530599.73325,13170158.207524898,,c-38,8127,8127,77689,1,False,,77689,0.0011762483082601,9.559370001230466,16.49926675244475,2.0,889.0,0.0,2.1443343269762685,15.006258666457253,0.053402239448751,1681.00000001,1681.00000001,1.0,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,9.00390129268408,17.5214430516591,1.013214815642533,608.3475809994026,1e-08,608.3467591002888,0.0,0.0,608.3474441099145,608.3484029053461,600.4132308444555,365260.43006746337
