ksp,pc,rtol,max_it,converged,reason,iterations,solve_time_sec,final_residual_norm,rel_error_to_ones,note,matrix_id,nrows,ncols,nnz_used
gmres,jacobi,1e-08,500,0,-3,500,0.0569451670162379,0.002617840288938,1.734700549086868,,s2rmq4m1,5489,5489,281111
bcgs,ilu,1e-08,500,1,2,19,0.0007111669983714,1.8778104034980345e-07,0.0632455532033952,,saylr3,1000,1000,3750
bcgs,jacobi,1e-08,500,1,2,195,0.0014203330501914,1.6171061130622925e-07,0.0632455549528155,,saylr3,1000,1000,3750
cg,jacobi,1e-08,500,1,2,251,0.0008674169657751,1.7059602583518908e-07,0.0632455532033882,,saylr3,1000,1000,3750
gmres,ilu,1e-08,500,1,2,31,0.0008421250386163,1.7375257928685701e-07,0.0632455532033761,,saylr3,1000,1000,3750
gmres,jacobi,1e-08,500,0,-3,500,0.0040602079825475,1.3045700053536612e-05,0.0632589109746502,,saylr3,1000,1000,3750
bcgs,ilu,1e-08,500,0,-3,500,0.059575124992989,4.963812061423103e-08,9.107009511735206e-06,,saylr4,3564,3564,22316
bcgs,jacobi,1e-08,500,0,-3,500,0.0186605000635609,5.8384139833685106e-05,0.2850347403684339,,saylr4,3564,3564,22316
cg,jacobi,1e-08,500,0,-3,500,0.0086117089958861,0.0020090102919994,0.0335317905375421,,saylr4,3564,3564,22316
gmres,ilu,1e-08,500,0,-3,500,0.0396466669626534,0.0003538401492202,0.8667120326792859,,saylr4,3564,3564,22316
gmres,jacobi,1e-08,500,0,-3,500,0.0164713750127702,2.010081139608596e-05,0.9941010154462034,,saylr4,3564,3564,22316
bcgs,ilu,1e-08,500,1,2,19,0.0006937079597264,1.8759622253160033e-07,5.915690590987225e-08,,sherman1,1000,1000,3750
bcgs,jacobi,1e-08,500,1,2,184,0.0013143339892849,1.4871641066935534e-07,1.2274999842572896e-05,,sherman1,1000,1000,3750
cg,jacobi,1e-08,500,1,2,251,0.0008549579652026,1.6895227064669016e-07,5.1180841010030127e-08,,sherman1,1000,1000,3750
gmres,ilu,1e-08,500,1,2,30,0.0008022910915315,1.929048899077255e-07,3.396430482204115e-08,,sherman1,1000,1000,3750
gmres,jacobi,1e-08,500,0,-3,500,0.0039995000697672,1.0170369515848052e-05,0.0010246231555873,,sherman1,1000,1000,3750
bcgs,ilu,1e-08,500,1,2,5,0.0026109591126441,2.3576851158403585e-05,7.90944257192928e-07,,sherman2,1080,1080,23094
bcgs,jacobi,1e-08,500,0,-4,44,0.001203375053592,16276823786880.203,10060650195.30041,,sherman2,1080,1080,23094
cg,jacobi,1e-08,500,0,-8,2,3.487500362098217e-05,162429157.53741252,72400.07914204228,,sherman2,1080,1080,23094
gmres,ilu,1e-08,500,1,2,8,0.0025428329827263,5.46581442236711e-06,1.688699820811675e-07,,sherman2,1080,1080,23094
gmres,jacobi,1e-08,500,0,-5,60,0.0011460829991847,3011379.100843255,2311795.21173768,,sherman2,1080,1080,23094
bcgs,ilu,1e-08,500,1,2,140,0.0514416659716516,3.536713964853396e-08,6.922341171991455e-07,,sherman3,5005,5005,20033
bcgs,jacobi,1e-08,500,1,2,476,0.0193978329189121,1.4893814732911273e-07,4.2455594584538254e-05,,sherman3,5005,5005,20033
cg,jacobi,1e-08,500,0,-3,500,0.0092743330169469,0.0001186255767528,9.242780063289034e-06,,sherman3,5005,5005,20033
gmres,ilu,1e-08,500,1,2,437,0.0694586250465363,4.518445853346221e-07,9.300834427264554e-06,,sherman3,5005,5005,20033
gmres,jacobi,1e-08,500,0,-3,500,0.0201217080466449,0.0002462929957713,0.0580976675796532,,sherman3,5005,5005,20033
bcgs,ilu,1e-08,500,1,2,17,0.0006843750597909,6.91943153343251e-08,5.0269759264961864e-08,,sherman4,1104,1104,3786
bcgs,jacobi,1e-08,500,1,2,72,0.0006238339701667,1.536657275805972e-07,8.395078958233987e-08,,sherman4,1104,1104,3786
cg,jacobi,1e-08,500,1,2,154,0.0005510000046342,2.2916331762118195e-07,1.408058454584697e-07,,sherman4,1104,1104,3786
gmres,ilu,1e-08,500,1,2,24,0.0007423750357702,1.0970771842099647e-07,1.2973896649478018e-08,,sherman4,1104,1104,3786
gmres,jacobi,1e-08,500,1,2,255,0.0021728749852627,2.1817281131320749e-07,2.7365892358463763e-06,,sherman4,1104,1104,3786
bcgs,ilu,1e-08,500,1,2,18,0.0041635420639067,8.18531743391001e-08,2.0573387141688498e-08,,sherman5,3312,3312,20793
bcgs,jacobi,1e-08,500,1,2,111,0.0035261659650132,2.0038394466353066e-07,8.88818965495353e-08,,sherman5,3312,3312,20793
cg,jacobi,1e-08,500,0,-10,2,5.383300594985485e-05,8.37532256012303,0.8101201987992448,,sherman5,3312,3312,20793
gmres,ilu,1e-08,500,1,2,25,0.0037505000364035,1.5081433984069929e-07,1.2150825237649069e-08,,sherman5,3312,3312,20793
gmres,jacobi,1e-08,500,1,2,450,0.0132136249449104,4.255498339877049e-07,2.826248806854405e-06,,sherman5,3312,3312,20793
bcgs,ilu,1e-08,500,1,2,6,0.0067076659761369,6.280865421784926e+36,6908963.294509223,,shermanACa,3432,3432,25220
bcgs,jacobi,1e-08,500,0,-3,500,0.0268297500442713,53345150481.30521,7695485.3404229665,,shermanACa,3432,3432,25220
cg,jacobi,1e-08,500,0,-4,3,0.00014179199934,1.0594667348267282e+18,187769030362098.0,,shermanACa,3432,3432,25220
gmres,ilu,1e-08,500,1,2,2,0.0058078749570995,4.7043305595886775e+36,238201.57104448913,,shermanACa,3432,3432,25220
gmres,jacobi,1e-08,500,0,-5,60,0.002658582990989,42584.03512650443,14.24589488238838,,shermanACa,3432,3432,25220
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,shermanACb,18510,18510,145149
bcgs,jacobi,1e-08,500,1,2,10,0.0052711250027641,1.058144500098524e+24,1383427.0677745864,,shermanACb,18510,18510,145149
cg,jacobi,1e-08,500,0,-10,2,0.0009717920329421,2.473610765481643e+32,296250341516071.8,,shermanACb,18510,18510,145149
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,shermanACb,18510,18510,145149
gmres,jacobi,1e-08,500,1,2,4,0.0013400410534814,2.2038055436553283e+23,25344020877236.895,,shermanACb,18510,18510,145149
bcgs,ilu,1e-08,500,1,2,12,0.02282016701065,9794750216289804.0,38781.26981693682,,shermanACd,6136,6136,53329
bcgs,jacobi,1e-08,500,0,-4,10,0.0013155000051483,46199991856.17263,38059.89126802972,,shermanACd,6136,6136,53329
cg,jacobi,1e-08,500,0,-10,2,0.000218249973841,107481256.61808252,166.55525131632376,,shermanACd,6136,6136,53329
gmres,ilu,1e-08,500,1,2,6,0.019426708924584,5.328130522025026e+16,39756.54349886609,,shermanACd,6136,6136,53329
gmres,jacobi,1e-08,500,0,-3,500,0.0451368329813703,2274874.695282749,1.1084732328918037,,shermanACd,6136,6136,53329
bcgs,ilu,1e-08,500,1,2,410,8.766582416021265,0.0016828530738938,0.0083774420410143,,shipsec1,140874,140874,7813404
bcgs,jacobi,1e-08,500,0,-3,500,3.4068936669500545,0.0158621979752815,1.2431183576073035,,shipsec1,140874,140874,7813404
cg,jacobi,1e-08,500,0,-3,500,1.7339218750130383,1.4486498646322463,1.94933004062987,,shipsec1,140874,140874,7813404
gmres,ilu,1e-08,500,0,-3,500,6.160197291988879,0.4963690098988104,4.333475161620368,,shipsec1,140874,140874,7813404
gmres,jacobi,1e-08,500,0,-3,500,2.0685459999367595,0.1910888167755431,6.188823311383878,,shipsec1,140874,140874,7813404
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,shyy41,4720,4720,20042
bcgs,jacobi,1e-08,500,0,-3,500,0.0196084579220041,4.074250263026928,2.3009491226070415,,shyy41,4720,4720,20042
cg,jacobi,1e-08,500,0,-10,18,0.000376833952032,3535.8258623880665,342.99149006785393,,shyy41,4720,4720,20042
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,shyy41,4720,4720,20042
gmres,jacobi,1e-08,500,0,-3,500,0.0192350839497521,0.0407567569688801,0.0374205733585714,,shyy41,4720,4720,20042
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,soc-sign-bitcoin-alpha,3783,3783,24186
bcgs,jacobi,1e-08,500,0,-3,500,0.0224332909565418,1341.3737168445302,4.092667858318005,,soc-sign-bitcoin-alpha,3783,3783,24186
cg,jacobi,1e-08,500,0,-10,2,0.0001474160235375,1387.3318685318852,0.9670276558440594,,soc-sign-bitcoin-alpha,3783,3783,24186
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,soc-sign-bitcoin-alpha,3783,3783,24186
gmres,jacobi,1e-08,500,0,-3,500,0.0189236670266836,428.5421379299892,1.0206890020168893,,soc-sign-bitcoin-alpha,3783,3783,24186
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,soc-sign-bitcoin-otc,5881,5881,35592
bcgs,jacobi,1e-08,500,0,-4,260,0.0200925000244751,48768057.1887055,79045.8308612133,,soc-sign-bitcoin-otc,5881,5881,35592
cg,jacobi,1e-08,500,0,-10,2,0.0002134999958798,14883.848451320044,3.1159012849170664,,soc-sign-bitcoin-otc,5881,5881,35592
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,soc-sign-bitcoin-otc,5881,5881,35592
gmres,jacobi,1e-08,500,0,-3,500,0.0329186250455677,885.705369509345,1.2669710768280211,,soc-sign-bitcoin-otc,5881,5881,35592
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_2,1428,1428,24073
bcgs,jacobi,1e-08,500,0,-4,18,0.0005555000388994,4.014431589459185e+19,12461803096856.48,,spaceShuttleEntry_2,1428,1428,24073
cg,jacobi,1e-08,500,0,-10,2,5.337502807378769e-05,355135786670897.5,757994725.1260777,,spaceShuttleEntry_2,1428,1428,24073
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_2,1428,1428,24073
gmres,jacobi,1e-08,500,0,-5,60,0.0012509170919656,458453646689.6594,161547103.59702787,,spaceShuttleEntry_2,1428,1428,24073
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_3,1834,1834,28757
bcgs,jacobi,1e-08,500,0,-4,18,0.0006635419558733,4.989171843597983e+18,310723482699.25256,,spaceShuttleEntry_3,1834,1834,28757
cg,jacobi,1e-08,500,0,-10,2,5.841604433953762e-05,355170593265327.9,659881399.0423634,,spaceShuttleEntry_3,1834,1834,28757
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_3,1834,1834,28757
gmres,jacobi,1e-08,500,0,-5,60,0.0015648750122636,869676676810.7498,240179760.2519947,,spaceShuttleEntry_3,1834,1834,28757
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_4,2450,2450,39669
bcgs,jacobi,1e-08,500,0,-3,500,0.0238830409944057,769976767.7017088,1311.7038253532005,,spaceShuttleEntry_4,2450,2450,39669
cg,jacobi,1e-08,500,0,-10,2,8.995889220386744e-05,44667630168385.766,76608520.39767142,,spaceShuttleEntry_4,2450,2450,39669
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceShuttleEntry_4,2450,2450,39669
gmres,jacobi,1e-08,500,0,-5,60,0.0021649580448865,30471717984.969517,39902706.222546615,,spaceShuttleEntry_4,2450,2450,39669
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_10,1272,1272,17478
bcgs,jacobi,1e-08,500,0,-4,1,3.674998879432678e-05,7.219256862953738e+21,2.0203519090070513e+20,,spaceStation_10,1272,1272,17478
cg,jacobi,1e-08,500,0,-10,2,3.629201091825962e-05,2.3886304087833507e+17,4579452400022405.0,,spaceStation_10,1272,1272,17478
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_10,1272,1272,17478
gmres,jacobi,1e-08,500,0,-5,60,0.0009994999272748,82696183608976.4,9137174992066.604,,spaceStation_10,1272,1272,17478
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_11,1364,1364,18954
bcgs,jacobi,1e-08,500,0,-4,1,3.995897714048624e-05,1.3938324368877387e+22,3.769057064528975e+20,,spaceStation_11,1364,1364,18954
cg,jacobi,1e-08,500,0,-10,2,3.949995152652264e-05,1.780837941388598e+17,1070540432754088.0,,spaceStation_11,1364,1364,18954
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_11,1364,1364,18954
gmres,jacobi,1e-08,500,0,-5,60,0.0010759159922599,94614789973236.31,3609075785391.0312,,spaceStation_11,1364,1364,18954
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_12,1410,1410,19728
bcgs,jacobi,1e-08,500,0,-4,1,3.979192115366459e-05,1.3407241059615308e+20,3.559866621961963e+18,,spaceStation_12,1410,1410,19728
cg,jacobi,1e-08,500,0,-10,2,4.337495192885399e-05,659299075236476.5,1398745759920.473,,spaceStation_12,1410,1410,19728
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_12,1410,1410,19728
gmres,jacobi,1e-08,500,0,-5,60,0.0011024170089513,125322427095.64236,13059769852.375792,,spaceStation_12,1410,1410,19728
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_13,1617,1617,23649
bcgs,jacobi,1e-08,500,0,-4,1,4.537496715784073e-05,1.5194952012605008e+19,3.770572427717735e+17,,spaceStation_13,1617,1617,23649
cg,jacobi,1e-08,500,0,-10,2,4.63749747723341e-05,225861691698548.97,2942113471583.0996,,spaceStation_13,1617,1617,23649
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_13,1617,1617,23649
gmres,jacobi,1e-08,500,0,-5,60,0.0013044590596109,50108011989.08914,5100127298.098572,,spaceStation_13,1617,1617,23649
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_14,1640,1640,24324
bcgs,jacobi,1e-08,500,0,-4,1,4.67090867459774e-05,3.1701620319674232e+22,7.820038597537105e+20,,spaceStation_14,1640,1640,24324
cg,jacobi,1e-08,500,0,-10,2,4.741596058011055e-05,1.8404807666831632e+17,1479317911424573.8,,spaceStation_14,1640,1640,24324
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_14,1640,1640,24324
gmres,jacobi,1e-08,500,0,-5,60,0.0013294579694047,73004991370184.3,1837418739944.3464,,spaceStation_14,1640,1640,24324
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_5,1019,1019,15219
bcgs,jacobi,1e-08,500,0,-4,4,8.816702757030725e-05,5.039508442540794e+21,7670743098610.309,,spaceStation_5,1019,1019,15219
cg,jacobi,1e-08,500,0,-10,2,3.133295103907585e-05,1.746098592513719e+17,447181114490959.4,,spaceStation_5,1019,1019,15219
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_5,1019,1019,15219
gmres,jacobi,1e-08,500,0,-5,60,0.0008486249716952,2702849375756546.5,90892654125323.14,,spaceStation_5,1019,1019,15219
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_6,1111,1111,17595
bcgs,jacobi,1e-08,500,0,-4,1,3.6917044781148434e-05,1.7355857192744397e+22,5.200898250578696e+20,,spaceStation_6,1111,1111,17595
cg,jacobi,1e-08,500,0,-10,2,3.424996975809336e-05,1.817117669256898e+17,1569137840547022.0,,spaceStation_6,1111,1111,17595
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_6,1111,1111,17595
gmres,jacobi,1e-08,500,0,-5,60,0.0009385410230606,54899161099696.96,1622539760816.922,,spaceStation_6,1111,1111,17595
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_7,1134,1134,18252
bcgs,jacobi,1e-08,500,0,-4,1,3.670796286314726e-05,4.3792994939204545e+21,1.2965306261931478e+20,,spaceStation_7,1134,1134,18252
cg,jacobi,1e-08,500,0,-10,2,3.483297768980265e-05,1.7585933202072822e+17,754474097282620.9,,spaceStation_7,1134,1134,18252
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_7,1134,1134,18252
gmres,jacobi,1e-08,500,0,-5,60,0.0009864589665085,44565111405988.83,5702335043004.581,,spaceStation_7,1134,1134,18252
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_8,1157,1157,18945
bcgs,jacobi,1e-08,500,0,-4,1,4.270905628800392e-05,2.8921731290384352e+22,8.494538702596565e+20,,spaceStation_8,1157,1157,18945
cg,jacobi,1e-08,500,0,-10,2,3.504101186990738e-05,1.816842064025065e+17,1535126179385649.5,,spaceStation_8,1157,1157,18945
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_8,1157,1157,18945
gmres,jacobi,1e-08,500,0,-5,60,0.0009847909677773,121459623297820.9,2607468984215.5073,,spaceStation_8,1157,1157,18945
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_9,1180,1180,19674
bcgs,jacobi,1e-08,500,0,-4,4,0.0001207910245284,1.0697365950501344e+23,82975313196485.94,,spaceStation_9,1180,1180,19674
cg,jacobi,1e-08,500,0,-10,2,3.995909355580807e-05,1.740821858406735e+17,113242364310159.05,,spaceStation_9,1180,1180,19674
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,spaceStation_9,1180,1180,19674
gmres,jacobi,1e-08,500,0,-5,60,0.0010285830358043,251753267517482.8,16375165807871.516,,spaceStation_9,1180,1180,19674
bcgs,ilu,1e-08,500,1,2,20,0.0029209580970928,1.520739008703969e-07,6.615493801462413e-08,,spiral,1434,1434,18228
bcgs,jacobi,1e-08,500,0,-3,500,0.0131666670786216,3.806289250060903e-05,0.0011119649292544,,spiral,1434,1434,18228
cg,jacobi,1e-08,500,1,2,481,0.0061720000812783,2.904737446802264e-06,4.949681239868744e-06,,spiral,1434,1434,18228
gmres,ilu,1e-08,500,1,2,30,0.0027953339740633,3.214861923965225e-07,2.168137961104952e-08,,spiral,1434,1434,18228
gmres,jacobi,1e-08,500,0,-3,500,0.0097085830057039,5.472415766716673e-05,0.0080715032307723,,spiral,1434,1434,18228
bcgs,ilu,1e-08,500,0,-3,500,0.0617454589810222,759665117748.0397,20458368.88885768,,sstmodel,3345,3345,22749
bcgs,jacobi,1e-08,500,0,-3,500,0.019434249959886,0.021973213647169,0.01350981131561,,sstmodel,3345,3345,22749
cg,jacobi,1e-08,500,0,-10,5,0.0001660418929532,135.8291641916787,0.7019636137674369,,sstmodel,3345,3345,22749
gmres,ilu,1e-08,500,0,-3,500,0.039632957894355,621949578.001284,166592.32391520165,,sstmodel,3345,3345,22749
gmres,jacobi,1e-08,500,0,-3,500,0.0161485830321908,0.0639959775854342,0.0219550844789138,,sstmodel,3345,3345,22749
bcgs,ilu,1e-08,500,1,2,20,0.0602378750918433,5.20477532637941e-07,1.0173024207557322e-07,,sts4098,4098,4098,72356
bcgs,jacobi,1e-08,500,1,2,242,0.0214848340256139,7.003449824649926e-07,4.317543785326146e-06,,sts4098,4098,4098,72356
cg,jacobi,1e-08,500,1,2,403,0.0172989589627832,4.90725465376735e-06,2.2449776017888426e-07,,sts4098,4098,4098,72356
gmres,ilu,1e-08,500,1,2,33,0.0585505840135738,7.629289009439527e-07,4.4906815342485514e-08,,sts4098,4098,4098,72356
gmres,jacobi,1e-08,500,0,-3,500,0.0310459579341113,0.0002582720892436,0.005096070329089,,sts4098,4098,4098,72356
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,stufe,1036,1036,3736
bcgs,jacobi,1e-08,500,0,-3,500,0.0038894579047337,0.004159221991856,0.0067875117626942,,stufe,1036,1036,3736
cg,jacobi,1e-08,500,0,-10,2,2.5166897103190425e-05,9.353281879855867,0.1364203796528585,,stufe,1036,1036,3736
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,stufe,1036,1036,3736
gmres,jacobi,1e-08,500,0,-3,500,0.0041670409264042,0.0096318867799039,0.0100787834591644,,stufe,1036,1036,3736
bcgs,ilu,1e-08,500,1,2,3,0.002477457979694,1.2372543245429409e-08,2.1927884256972957e-10,,swang1,3169,3169,20841
bcgs,jacobi,1e-08,500,1,2,10,0.0003518330631777,3.03885511571957e-07,8.449114521087473e-09,,swang1,3169,3169,20841
cg,jacobi,1e-08,500,0,-3,500,0.0074567919364199,0.5697504768413109,0.0100023193973852,,swang1,3169,3169,20841
gmres,ilu,1e-08,500,1,2,5,0.0024212079588323,2.71643207923193e-07,4.840260978083181e-09,,swang1,3169,3169,20841
gmres,jacobi,1e-08,500,1,2,20,0.0005437919171527,1.634464644747267e-07,4.5203801198196144e-09,,swang1,3169,3169,20841
bcgs,ilu,1e-08,500,1,2,5,0.0026327091036364,6.3087931719663e-08,1.1765285481672821e-09,,swang2,3169,3169,20841
bcgs,jacobi,1e-08,500,1,2,19,0.0006625830428674,3.107746384316426e-07,1.245922109915658e-08,,swang2,3169,3169,20841
cg,jacobi,1e-08,500,0,-3,500,0.007488542003557,57.600883181649905,1.0298060903066704,,swang2,3169,3169,20841
gmres,ilu,1e-08,500,1,2,9,0.0026320829056203,1.0725602891959688e-07,1.9304135171779428e-09,,swang2,3169,3169,20841
gmres,jacobi,1e-08,500,1,2,35,0.0010417499579489,2.806983157890409e-07,1.0954982351866725e-08,,swang2,3169,3169,20841
bcgs,ilu,1e-08,500,1,2,36,0.0181062079500406,1.8730460698652646e-07,7.81128024851515e-08,,t2d_q4,9801,9801,87025
bcgs,jacobi,1e-08,500,1,2,125,0.013950333930552,3.7706287498553034e-08,1.734513128689988e-07,,t2d_q4,9801,9801,87025
cg,jacobi,1e-08,500,1,2,176,0.0097619590815156,6.077406198284819e-08,1.7926996752415503e-08,,t2d_q4,9801,9801,87025
gmres,ilu,1e-08,500,1,2,63,0.019447415950708,1.907879664409284e-07,2.0475621298143784e-07,,t2d_q4,9801,9801,87025
gmres,jacobi,1e-08,500,0,-3,500,0.0501321669435128,2.1804518622404967e-07,2.465727813722812e-06,,t2d_q4,9801,9801,87025
bcgs,ilu,1e-08,500,1,2,36,0.0178507500095292,1.8730460698652646e-07,7.81128024851515e-08,,t2d_q9,9801,9801,87025
bcgs,jacobi,1e-08,500,1,2,125,0.0137520830612629,3.7706287498553034e-08,1.734513128689988e-07,,t2d_q9,9801,9801,87025
cg,jacobi,1e-08,500,1,2,176,0.0094012080226093,6.077406198284819e-08,1.7926996752415503e-08,,t2d_q9,9801,9801,87025
gmres,ilu,1e-08,500,1,2,63,0.0196433750679716,1.907879664409284e-07,2.0475621298143784e-07,,t2d_q9,9801,9801,87025
gmres,jacobi,1e-08,500,0,-3,500,0.0498021669918671,2.1804518622404967e-07,2.465727813722812e-06,,t2d_q9,9801,9801,87025
bcgs,ilu,1e-08,500,0,-3,500,0.0787812499329447,2.0637393047876057e-11,0.9999999519604944,,t2dal,4257,4257,37465
bcgs,jacobi,1e-08,500,0,-3,500,0.0240999170346185,5.480429905910447e-13,0.9999999937884668,,t2dal,4257,4257,37465
cg,jacobi,1e-08,500,0,-3,500,0.0112751659471541,7.09265983152975e-10,0.9999999931468712,,t2dal,4257,4257,37465
gmres,ilu,1e-08,500,0,-3,500,0.0502557089785113,1.8505876876811643e-11,0.9999999932912654,,t2dal,4257,4257,37465
gmres,jacobi,1e-08,500,0,-3,500,0.0206610419554635,9.351504467465524e-13,0.9999999981385,,t2dal,4257,4257,37465
bcgs,ilu,1e-08,500,0,-3,500,0.3312658329959959,101632.2882844813,5828.077810918083,,t520,5563,5563,286341
bcgs,jacobi,1e-08,500,0,-3,500,0.0901777499821037,0.1990070004965116,0.0100870150079194,,t520,5563,5563,286341
cg,jacobi,1e-08,500,0,-10,4,0.0004338339203968,1605.573009673736,1.0280187149975848,,t520,5563,5563,286341
gmres,ilu,1e-08,500,0,-5,120,0.101635874947533,265068.791435706,1441.0599593332124,,t520,5563,5563,286341
gmres,jacobi,1e-08,500,0,-3,500,0.0577206669840961,0.057236310018546,0.0023107883460979,,t520,5563,5563,286341
bcgs,ilu,1e-08,500,1,2,2,0.0059154579648748,7.860542436842838e-12,1.3379592554944191e-13,,thermal,3456,3456,66528
bcgs,jacobi,1e-08,500,1,2,15,0.0010944999521598,8.96595399171649e-08,6.635891527376623e-09,,thermal,3456,3456,66528
cg,jacobi,1e-08,500,1,2,46,0.0015779579989612,1.7388118292490626e-07,8.88785334418564e-09,,thermal,3456,3456,66528
gmres,ilu,1e-08,500,1,2,3,0.006167999934405,9.863411981309796e-09,1.6786247749295992e-10,,thermal,3456,3456,66528
gmres,jacobi,1e-08,500,1,2,24,0.0011543750297278,1.558456342855299e-07,9.693981077407578e-09,,thermal,3456,3456,66528
bcgs,ilu,1e-08,500,0,-3,500,33.31096220796462,5.728375004440183e-06,0.0002143331413308,,thermal2,1228045,1228045,8580313
bcgs,jacobi,1e-08,500,0,-3,500,11.794991792063229,0.0015856465044167,0.9082135091081432,,thermal2,1228045,1228045,8580313
cg,jacobi,1e-08,500,0,-3,500,5.764743582927622,0.0257106722595847,0.892266490113129,,thermal2,1228045,1228045,8580313
gmres,ilu,1e-08,500,0,-3,500,21.037517291959375,0.0086967172426812,0.8267789892968899,,thermal2,1228045,1228045,8580313
gmres,jacobi,1e-08,500,0,-3,500,9.009110709070228,0.0056565392886459,0.9608287240953824,,thermal2,1228045,1228045,8580313
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols1090,1090,1090,3546
bcgs,jacobi,1e-08,500,0,-4,6,6.437499541789293e-05,113953804269.99265,1935307653.997283,,tols1090,1090,1090,3546
cg,jacobi,1e-08,500,0,-8,2,2.5250017642974857e-05,50479.33158661892,1520.8595640993613,,tols1090,1090,1090,3546
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols1090,1090,1090,3546
gmres,jacobi,1e-08,500,0,-5,60,0.0006478750146925,13.67859985693327,0.6438031141924592,,tols1090,1090,1090,3546
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols2000,2000,2000,5184
bcgs,jacobi,1e-08,500,0,-4,6,9.86669911071658e-05,175649433299.404,208817465.59018236,,tols2000,2000,2000,5184
cg,jacobi,1e-08,500,0,-8,2,2.1625077351927757e-05,72033.6046492935,1602.720599933458,,tols2000,2000,2000,5184
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols2000,2000,2000,5184
gmres,jacobi,1e-08,500,0,-5,60,0.0009520830353721,37.91691572409754,2.3399244320286634,,tols2000,2000,2000,5184
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols4000,4000,4000,8784
bcgs,jacobi,1e-08,500,0,-4,6,0.0001744159962981,45552816487.90157,6171025.0723234825,,tols4000,4000,4000,8784
cg,jacobi,1e-08,500,0,-8,2,3.2458920031785965e-05,142805.88109163154,2247.30950211739,,tols4000,4000,4000,8784
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,tols4000,4000,4000,8784
gmres,jacobi,1e-08,500,0,-5,60,0.0018159169703722,160.9684656101894,3.161576614429779,,tols4000,4000,4000,8784
