ksp,pc,rtol,max_it,converged,reason,iterations,solve_time_sec,final_residual_norm,rel_error_to_ones,note,matrix_id,nrows,ncols,nnz_used
gmres,ilu,1e-08,500,1,2,27,0.5323728749062866,1.9112102267448117e-05,9.655291357665892e-06,,c-32,5975,5975,54471
gmres,jacobi,1e-08,500,0,-5,60,0.0044164999853819,1388818658.332917,1624.0112896700746,,c-32,5975,5975,54471
bcgs,ilu,1e-08,500,1,2,467,0.1145987919298932,4.3624804312261095e-05,1.3691599457001102,,c-33,6317,6317,56123
bcgs,jacobi,1e-08,500,0,-4,4,0.0004273339873179,6.6778405311141704e+16,452183917025.0972,,c-33,6317,6317,56123
cg,jacobi,1e-08,500,0,-8,2,0.0001076250337064,1099243480515.6082,18649560.38257728,,c-33,6317,6317,56123
gmres,ilu,1e-08,500,0,-3,500,0.0801632909569889,1.7774459505225846,1.628492119661566,,c-33,6317,6317,56123
gmres,jacobi,1e-08,500,0,-5,30,0.0022771660005673,17620788002.863586,3883260.568380651,,c-33,6317,6317,56123
bcgs,ilu,1e-08,500,0,-3,500,0.1846221250016242,8.541415865684625,0.373622596967047,,c-34,6611,6611,64333
bcgs,jacobi,1e-08,500,0,-4,4,0.0003977089654654,3.5075912961723876e+16,6921669409.925909,,c-34,6611,6611,64333
cg,jacobi,1e-08,500,0,-8,2,0.0001080409856513,476686826123.2339,28170840.499890827,,c-34,6611,6611,64333
gmres,ilu,1e-08,500,0,-3,500,0.1130215419689193,0.2063978553349011,0.013422906582457,,c-34,6611,6611,64333
gmres,jacobi,1e-08,500,0,-5,30,0.0022763329325243,6972063913.254409,2465570.457485181,,c-34,6611,6611,64333
bcgs,ilu,1e-08,500,0,-3,500,0.1950870829168707,131210.93839576925,156.26775735406548,,c-35,6537,6537,62891
bcgs,jacobi,1e-08,500,0,-4,3,0.0003119580214843,2.0451976016444237e+17,460853697653.77386,,c-35,6537,6537,62891
cg,jacobi,1e-08,500,0,-8,2,0.0001042500371113,752373732094.2518,7718280.980657904,,c-35,6537,6537,62891
gmres,ilu,1e-08,500,0,-3,500,0.1199792920378968,253.0522791324555,7.554616308754175,,c-35,6537,6537,62891
gmres,jacobi,1e-08,500,0,-5,30,0.0022881249897181,85018247650.51062,8238396.332293031,,c-35,6537,6537,62891
bcgs,ilu,1e-08,500,0,-3,500,0.805759499897249,662.0389989082557,12.93474914753958,,c-36,7479,7479,65941
bcgs,jacobi,1e-08,500,0,-4,4,0.0004643750144168,5230984539812682.0,47722807283.69699,,c-36,7479,7479,65941
cg,jacobi,1e-08,500,0,-8,2,0.0001147920265793,571960181773.6107,5441601.56563774,,c-36,7479,7479,65941
gmres,ilu,1e-08,500,0,-3,500,0.4708341249497607,26.04803800731183,1.0576339726562736,,c-36,7479,7479,65941
gmres,jacobi,1e-08,500,0,-5,30,0.0026414579479023,8678164851.469614,999506.8422340384,,c-36,7479,7479,65941
bcgs,ilu,1e-08,500,0,-3,500,0.4065440420527011,1425.6195267275175,14.727549086660606,,c-37,8204,8204,74676
bcgs,jacobi,1e-08,500,0,-4,4,0.0005199590232223,1.652018261094048e+16,997486479014.7823,,c-37,8204,8204,74676
cg,jacobi,1e-08,500,0,-8,2,0.0001278340350836,1737049883691.6904,137167437.20119888,,c-37,8204,8204,74676
gmres,ilu,1e-08,500,0,-5,60,0.0458607090404257,521.3756733396923,36753.847850139886,,c-37,8204,8204,74676
gmres,jacobi,1e-08,500,0,-5,60,0.0056337499991059,2504323124.076907,1529644.790650355,,c-37,8204,8204,74676
bcgs,ilu,1e-08,500,0,-3,500,0.2775920829735696,281.3610810735059,4.056888879202378,,c-38,8127,8127,77689
bcgs,jacobi,1e-08,500,0,-4,4,0.0004922919906675,3.2590318629094234e+17,41573364513.84139,,c-38,8127,8127,77689
cg,jacobi,1e-08,500,0,-8,2,0.0001220420235767,220643530599.73325,13170158.207524898,,c-38,8127,8127,77689
gmres,ilu,1e-08,500,0,-3,500,0.1661107499385252,5.094083436176836,0.48598090885829,,c-38,8127,8127,77689
gmres,jacobi,1e-08,500,0,-5,60,0.0054127079201862,10176073776.756435,4805524.389972722,,c-38,8127,8127,77689
bcgs,ilu,1e-08,500,0,-3,500,0.6372607499361038,8.698124577229162,0.4427375729086776,,c-39,9271,9271,136811
bcgs,jacobi,1e-08,500,0,-4,6,0.0014034580672159,2130957413400946.5,31506849468.205383,,c-39,9271,9271,136811
cg,jacobi,1e-08,500,0,-8,2,0.000206624972634,2392020441818.843,28708116.124208704,,c-39,9271,9271,136811
gmres,ilu,1e-08,500,0,-3,500,0.3952157919993624,0.3932309605243947,0.3367065282221116,,c-39,9271,9271,136811
gmres,jacobi,1e-08,500,0,-5,60,0.0094662080518901,1442472193.0012174,72914.04940922465,,c-39,9271,9271,136811
bcgs,ilu,1e-08,500,1,2,7,0.0169837090652436,1.71189384379609e-06,3.604606164115194e-07,,c-40,9941,9941,81501
bcgs,jacobi,1e-08,500,0,-4,4,0.0006066670175641,2.857948401782253e+16,135005785877.72942,,c-40,9941,9941,81501
cg,jacobi,1e-08,500,0,-8,2,0.0001515829935669,4577744885909.068,41876315.82609903,,c-40,9941,9941,81501
gmres,ilu,1e-08,500,1,2,11,0.0167595419334247,2.4872723234894517e-07,3.957132440495582e-07,,c-40,9941,9941,81501
gmres,jacobi,1e-08,500,0,-5,30,0.0036350830923765,14168419843.13136,1188577.7806749523,,c-40,9941,9941,81501
bcgs,ilu,1e-08,500,0,-3,500,0.5503335000248626,451238118.63401496,3744271.844588359,,c-41,9769,9769,101745
bcgs,jacobi,1e-08,500,0,-4,3,0.0005426249699667,9603891035835048.0,1802829195.058132,,c-41,9769,9769,101745
cg,jacobi,1e-08,500,0,-8,2,0.0001571249449625,617435346521.6912,409198.6613641835,,c-41,9769,9769,101745
gmres,ilu,1e-08,500,0,-3,500,0.242189250071533,573540.2464337543,325403.3365326901,,c-41,9769,9769,101745
gmres,jacobi,1e-08,500,0,-5,30,0.0036836670478805,8699193374.663788,346089.7311973149,,c-41,9769,9769,101745
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,ca-GrQc,5242,5242,28980
bcgs,jacobi,1e-08,500,0,-3,500,0.0329831669805571,0.5225460439612223,0.134886847209776,,ca-GrQc,5242,5242,28980
cg,jacobi,1e-08,500,0,-10,5,0.0003157920436933,651.4176566840042,1.404180952674443,,ca-GrQc,5242,5242,28980
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,ca-GrQc,5242,5242,28980
gmres,jacobi,1e-08,500,0,-3,500,0.0293154589598998,0.5494265121968072,0.1304096797568643,,ca-GrQc,5242,5242,28980
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,ca-HepTh,9877,9877,51971
bcgs,jacobi,1e-08,500,0,-3,500,0.0862034580204635,0.4179875423469505,0.1324011322776619,,ca-HepTh,9877,9877,51971
cg,jacobi,1e-08,500,0,-10,4,0.0005296249873936,487.7697983228372,0.9445957740379662,,ca-HepTh,9877,9877,51971
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,ca-HepTh,9877,9877,51971
gmres,jacobi,1e-08,500,0,-3,500,0.0676775000756606,0.9005914723034287,0.1474344748033714,,ca-HepTh,9877,9877,51971
bcgs,ilu,1e-08,500,1,2,3,521.3647301249439,8.448873640324392e-08,3.6395641702826256e-11,,cage15,5154859,5154859,99199551
bcgs,jacobi,1e-08,500,1,2,8,1.0956976669840517,1.4309066967341274e-05,1.2811740955389724e-08,,cage15,5154859,5154859,99199551
cg,jacobi,1e-08,500,1,2,15,1.004098708042875,1.223348410916389e-05,7.266365024046075e-09,,cage15,5154859,5154859,99199551
gmres,ilu,1e-08,500,1,2,5,458.09383858402725,1.40839229494196e-06,6.215773822259078e-10,,cage15,5154859,5154859,99199551
gmres,jacobi,1e-08,500,1,2,14,1.1721472500357777,2.846366517091404e-05,1.6839726589244544e-08,,cage15,5154859,5154859,99199551
bcgs,ilu,1e-08,500,1,2,3,0.0047907090047374,1.1861906166450635e-09,3.7033718390023266e-11,,cage8,1015,1015,11003
bcgs,jacobi,1e-08,500,1,2,9,0.0001546250423416,1.5448176895810107e-08,6.50357547788881e-10,,cage8,1015,1015,11003
cg,jacobi,1e-08,500,1,2,16,0.0012028329074382,2.439402485180921e-07,1.1116073175006076e-08,,cage8,1015,1015,11003
gmres,ilu,1e-08,500,1,2,5,0.0051590841030701,2.669796352896099e-08,8.42122090018115e-10,,cage8,1015,1015,11003
gmres,jacobi,1e-08,500,1,2,14,0.0030987090431153,2.482546418352462e-07,1.0080002039816794e-08,,cage8,1015,1015,11003
bcgs,ilu,1e-08,500,1,2,3,0.0090049169957637,3.263272737410212e-09,5.3797803447818054e-11,,cage9,3534,3534,41594
bcgs,jacobi,1e-08,500,1,2,9,0.0005189999938011,3.060438889407802e-07,8.561776034783533e-09,,cage9,3534,3534,41594
cg,jacobi,1e-08,500,1,2,17,0.0004837079904973,5.345953743655824e-07,1.1618921790287524e-08,,cage9,3534,3534,41594
gmres,ilu,1e-08,500,1,2,5,0.0098780419211834,7.975460952544847e-08,1.348742466177839e-09,,cage9,3534,3534,41594
gmres,jacobi,1e-08,500,1,2,15,0.0005608749343082,9.137588133737485e-07,2.4126922509572463e-08,,cage9,3534,3534,41594
bcgs,ilu,1e-08,500,0,-3,500,0.0259827499976381,138339698.1781919,3082968.0032006023,,can_1054,1054,1054,12196
bcgs,jacobi,1e-08,500,0,-3,500,0.0081503329565748,0.0077086047068342,0.0081783147351909,,can_1054,1054,1054,12196
cg,jacobi,1e-08,500,0,-10,3,4.833296407014131e-05,34.256878434139814,0.4981821636773897,,can_1054,1054,1054,12196
gmres,ilu,1e-08,500,0,-5,30,0.0039903749711811,148726693.36092788,501127.6935886532,,can_1054,1054,1054,12196
gmres,jacobi,1e-08,500,0,-3,500,0.0076456669485196,0.0214632117740405,0.0117813742972457,,can_1054,1054,1054,12196
bcgs,ilu,1e-08,500,0,-3,500,0.0272502920124679,435481530.3758762,9517097.016329708,,can_1072,1072,1072,12444
bcgs,jacobi,1e-08,500,0,-3,500,0.0084357910091057,0.0090068099085161,0.0110385805129232,,can_1072,1072,1072,12444
cg,jacobi,1e-08,500,0,-10,3,4.64579788967967e-05,35.332084861463514,0.5040692213257038,,can_1072,1072,1072,12444
gmres,ilu,1e-08,500,0,-5,30,0.0030991669045761,127225637.0487688,125463.42133801026,,can_1072,1072,1072,12444
gmres,jacobi,1e-08,500,0,-3,500,0.0065814170520752,0.0248275235791147,0.0135402679597237,,can_1072,1072,1072,12444
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity05,1182,1182,32747
bcgs,jacobi,1e-08,500,1,2,211,0.0059017090825363,1.226086493549409e-07,5.042794153331889e-06,,cavity05,1182,1182,32747
cg,jacobi,1e-08,500,0,-3,500,0.0068515830207616,324.20257843178155,13.63811862481704,,cavity05,1182,1182,32747
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity05,1182,1182,32747
gmres,jacobi,1e-08,500,0,-3,500,0.0098583750659599,0.000161221426035,0.2047067850194087,,cavity05,1182,1182,32747
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity06,1182,1182,32747
bcgs,jacobi,1e-08,500,0,-3,500,0.0141236250055953,0.0010235005588824,0.2621570304544664,,cavity06,1182,1182,32747
cg,jacobi,1e-08,500,0,-3,500,0.0068608750589191,4419.461964009292,181.75886118743253,,cavity06,1182,1182,32747
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity06,1182,1182,32747
gmres,jacobi,1e-08,500,0,-3,500,0.0108205829747021,0.0345230464951193,0.607888230256572,,cavity06,1182,1182,32747
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity07,1182,1182,32747
bcgs,jacobi,1e-08,500,0,-3,500,0.0138176250038668,14.629125548585243,5.241909168070472,,cavity07,1182,1182,32747
cg,jacobi,1e-08,500,0,-3,500,0.0068158330395817,37440.87536446314,897.8364604405149,,cavity07,1182,1182,32747
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity07,1182,1182,32747
gmres,jacobi,1e-08,500,0,-3,500,0.0097496669040992,3.822448278993759,3.176812852864547,,cavity07,1182,1182,32747
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity08,1182,1182,32747
bcgs,jacobi,1e-08,500,0,-3,500,0.0137664170470088,301.19155008188847,37.98007284328388,,cavity08,1182,1182,32747
cg,jacobi,1e-08,500,0,-4,26,0.0003744579153135,305814.1603330623,1522.521660093293,,cavity08,1182,1182,32747
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity08,1182,1182,32747
gmres,jacobi,1e-08,500,0,-3,500,0.0095915410201996,14.495307478833825,1.160783683683686,,cavity08,1182,1182,32747
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity09,1182,1182,32747
bcgs,jacobi,1e-08,500,0,-4,77,0.0021619169274345,1022345.4853668938,20155.75819786539,,cavity09,1182,1182,32747
cg,jacobi,1e-08,500,0,-4,12,0.0001837910385802,435178.3002426428,2302.2634234365564,,cavity09,1182,1182,32747
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity09,1182,1182,32747
gmres,jacobi,1e-08,500,0,-3,500,0.0097765419632196,31.775680971904183,1.1586933111165558,,cavity09,1182,1182,32747
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity10,2597,2597,76367
bcgs,jacobi,1e-08,500,1,2,346,0.0220345830311998,6.180147672168183e-08,1.7151194402070148e-05,,cavity10,2597,2597,76367
cg,jacobi,1e-08,500,0,-3,500,0.0151139999506995,391.739460551451,11.42764218646967,,cavity10,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity10,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.0215204580454155,6.128193509874709e-05,0.2717845025688381,,cavity10,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity11,2597,2597,76367
bcgs,jacobi,1e-08,500,0,-3,500,0.0311011659214273,0.007784265986763,0.3769362897569614,,cavity11,2597,2597,76367
cg,jacobi,1e-08,500,0,-3,500,0.0150970420800149,2182.825271304417,84.97364577772574,,cavity11,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity11,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.021580750006251,0.0585504571805205,0.8040338385151425,,cavity11,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity12,2597,2597,76367
bcgs,jacobi,1e-08,500,0,-3,500,0.0323331670369952,11.151912194106089,6.891280243493724,,cavity12,2597,2597,76367
cg,jacobi,1e-08,500,0,-3,500,0.0152959580300375,18380.549520343902,343.9142136806819,,cavity12,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity12,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.0212652500486001,4.243336607580998,1.5203569074454484,,cavity12,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity13,2597,2597,76367
bcgs,jacobi,1e-08,500,0,-3,500,0.0303781250258907,107.8983123810507,27.81945390003569,,cavity13,2597,2597,76367
cg,jacobi,1e-08,500,0,-3,500,0.0150298330700024,70078.95055539664,624.0156792735387,,cavity13,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity13,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.0210803750669583,7.864760823134379,1.1011777569006584,,cavity13,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity14,2597,2597,76367
bcgs,jacobi,1e-08,500,0,-3,500,0.0301128750434145,68.38642842008187,4.049280096521768,,cavity14,2597,2597,76367
cg,jacobi,1e-08,500,0,-4,37,0.0011005840497091,1157875.5885526258,2398.3498633710246,,cavity14,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity14,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.0206158750224858,15.01191626011213,1.6489249816651708,,cavity14,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity15,2597,2597,76367
bcgs,jacobi,1e-08,500,0,-3,500,0.0303957919823005,162.40265499142777,8.476700189881385,,cavity15,2597,2597,76367
cg,jacobi,1e-08,500,0,-10,9,0.000304082990624,19230.63695817664,86.33465817716483,,cavity15,2597,2597,76367
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity15,2597,2597,76367
gmres,jacobi,1e-08,500,0,-3,500,0.0207068750169128,18.20022941554283,1.084497498066526,,cavity15,2597,2597,76367
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity16,4562,4562,138187
bcgs,jacobi,1e-08,500,1,2,399,0.0426632919115945,2.048775577160516e-07,0.0005513632363521,,cavity16,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0260954169789329,521.7362557634532,9.48706979954912,,cavity16,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity16,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0367526659974828,3.058468022337696e-05,0.2869462980348787,,cavity16,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity17,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0542583749629557,0.0001714124276078,0.2843407819016507,,cavity17,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0269208749523386,241.45046835817615,23.18586951295927,,cavity17,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity17,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0379402079852297,0.0062880054813001,0.3505863666511914,,cavity17,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity18,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.052140999934636,0.0032734496421102,0.3145937208269587,,cavity18,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0253788750851526,2272.42648894737,46.55909464605875,,cavity18,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity18,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0357004170073196,0.0521869112171084,0.8124937439940644,,cavity18,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity19,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0521050000097602,4.487361972829222,4.808803599534875,,cavity19,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0252822909969836,3343.347304996842,92.72056367092014,,cavity19,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity19,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0352213750593364,0.4635837835042233,3.1610979692802803,,cavity19,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity20,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0535039169481024,2.4941116670549923,3.3288956765573263,,cavity20,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0263881250284612,12525.549315251435,171.93855648465106,,cavity20,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity20,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0372375409351661,2.9207602638005215,1.366557191939879,,cavity20,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity21,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0537227499298751,11.032010871061164,8.902430224322563,,cavity21,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0255665829172357,11701.44362684922,203.4592642300683,,cavity21,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity21,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0361256670439615,4.076826702052989,1.1521142898669778,,cavity21,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity22,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0540375410346314,11.28867313840793,2.3253579394517763,,cavity22,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0266527500934898,29089.25447658907,361.2763357612281,,cavity22,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity22,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0374117499450221,5.996514621435552,1.2190638551316482,,cavity22,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity23,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-4,25,0.0028223340632393,395593.3662555119,13592.071535049658,,cavity23,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0255193329649046,40449.96860986146,421.011078744367,,cavity23,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity23,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0375757080037146,7.008573256909438,1.0947300989553557,,cavity23,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity24,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.055299500003457,139.72205422902852,22.043098466084174,,cavity24,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0269737499766051,66925.05417324245,358.4977494029752,,cavity24,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity24,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0378894580062478,9.755945600961866,1.2392271221997346,,cavity24,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity25,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0542007500771433,151.2472086171678,10.34453362384428,,cavity25,4562,4562,138187
cg,jacobi,1e-08,500,0,-3,500,0.0265439579961821,76497.84397878069,384.630498728495,,cavity25,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity25,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.0378130410099402,10.347367850542067,1.075470759874365,,cavity25,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity26,4562,4562,138187
bcgs,jacobi,1e-08,500,0,-3,500,0.0547827909467741,70.34119364825554,4.847147725196114,,cavity26,4562,4562,138187
cg,jacobi,1e-08,500,0,-4,9,0.0005227919900789,528151.773049208,1141.5918346018796,,cavity26,4562,4562,138187
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cavity26,4562,4562,138187
gmres,jacobi,1e-08,500,0,-3,500,0.037389041041024,14.130752128389238,1.2925562731377271,,cavity26,4562,4562,138187
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cegb3024,3024,3024,79848
bcgs,jacobi,1e-08,500,0,-3,500,0.0375627080211415,0.0275873977906777,0.0965592470317976,,cegb3024,3024,3024,79848
cg,jacobi,1e-08,500,0,-10,4,0.0001991249155253,123.9591427075849,0.4774213602502729,,cegb3024,3024,3024,79848
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cegb3024,3024,3024,79848
gmres,jacobi,1e-08,500,0,-3,500,0.0254516670247539,0.0674146854852404,0.0969456740970073,,cegb3024,3024,3024,79848
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cegb3306,3306,3306,74916
bcgs,jacobi,1e-08,500,0,-3,500,0.0292120840167626,0.0081562036337631,0.1594034022635236,,cegb3306,3306,3306,74916
cg,jacobi,1e-08,500,0,-10,4,0.0001468750415369,290.2239784067014,0.3410457787392053,,cegb3306,3306,3306,74916
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,cegb3306,3306,3306,74916
gmres,jacobi,1e-08,500,0,-3,500,0.0215806670021265,0.0199979728056699,0.1594069474670789,,cegb3306,3306,3306,74916
bcgs,ilu,1e-08,500,1,2,75,0.0154088749550282,1.3489666562995206e-07,9.749301372861362,,cell1,7055,7055,34855
bcgs,jacobi,1e-08,500,0,-4,63,0.0041070419829338,541622.8425277905,15473.257141308472,,cell1,7055,7055,34855
cg,jacobi,1e-08,500,0,-3,500,0.014953582896851,5231.972761434002,154.78992511198356,,cell1,7055,7055,34855
gmres,ilu,1e-08,500,0,-3,500,0.0617474170867353,17.15389791036076,3.6369525825788664,,cell1,7055,7055,34855
gmres,jacobi,1e-08,500,0,-3,500,0.0300062079913914,1.6760615881309089,1.5509597418132672,,cell1,7055,7055,34855
bcgs,ilu,1e-08,500,1,2,61,0.0127975409850478,8.566388671551552e-08,50.98800376199589,,cell2,7055,7055,34855
bcgs,jacobi,1e-08,500,0,-4,66,0.004143500002101,280834.03354929434,8530.473199442811,,cell2,7055,7055,34855
cg,jacobi,1e-08,500,0,-3,500,0.015061542042531,5231.925639225333,154.7900836130135,,cell2,7055,7055,34855
gmres,ilu,1e-08,500,0,-3,500,0.0603367909789085,17.153947461244154,3.6373154168689026,,cell2,7055,7055,34855
gmres,jacobi,1e-08,500,0,-3,500,0.030492249992676,1.6760892018812257,1.5509377356302874,,cell2,7055,7055,34855
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit204,1020,1020,5883
bcgs,jacobi,1e-08,500,0,-9,0,1.3416050933301449e-05,inf,1.0,,circuit204,1020,1020,5883
cg,jacobi,1e-08,500,0,-9,0,1.9166036508977413e-05,inf,1.0,,circuit204,1020,1020,5883
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit204,1020,1020,5883
gmres,jacobi,1e-08,500,0,-9,0,1.40840420499444e-05,inf,1.0,,circuit204,1020,1020,5883
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit_1,2624,2624,35823
bcgs,jacobi,1e-08,500,0,-4,6,0.0003118329914286,85659529642.8738,597616378.9232306,,circuit_1,2624,2624,35823
cg,jacobi,1e-08,500,0,-10,2,8.470797911286354e-05,34572.083935402035,563.706365695404,,circuit_1,2624,2624,35823
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit_1,2624,2624,35823
gmres,jacobi,1e-08,500,0,-5,60,0.0021397920791059,41.85254520765179,1.8083703666122752,,circuit_1,2624,2624,35823
bcgs,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit_2,4510,4510,21199
bcgs,jacobi,1e-08,500,1,2,158,0.0069265840575098,1.9664629777118584e-05,6.529574954342391e-06,,circuit_2,4510,4510,21199
cg,jacobi,1e-08,500,0,-10,2,6.962497718632221e-05,3011.55067754102,44.4231495774017,,circuit_2,4510,4510,21199
gmres,ilu,1e-08,500,0,-998,0,0.0,,,EXCEPTION_Error,circuit_2,4510,4510,21199
